amfi_code,date,rolling_sharpe,scheme_name
100016,2023-09-01,0.6382223370789442,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-02,0.6382223370789442,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-03,0.6506701373925134,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-04,0.4503727765841271,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-05,0.7124537204416822,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-06,0.9147284685492576,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-07,0.5848395298100961,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-08,0.8722004472758701,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-09,0.8722004472758701,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-10,1.0354684257543447,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-11,1.0174491324567136,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-12,0.45016568491420006,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-13,0.48277607508023207,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-14,1.0339333690793833,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-15,0.4125469275315918,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-16,0.4125469275315918,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-17,0.3358692059053689,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-18,0.4214600868447962,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-19,-0.29066078035608084,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-20,-0.40113419327775635,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-21,-0.29353068804479127,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-22,-0.3585266628603021,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-23,-0.3585266628603021,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-24,-0.12377647092733476,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-25,-0.4909650871775511,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-26,-0.6028696140041352,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-27,-0.09664457753413071,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-28,0.09556702799735904,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-29,-0.12937539588042501,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-09-30,-0.12937539588042501,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-01,-0.042726662528495454,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-02,0.28653950072209283,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-03,0.20977208220471366,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-04,0.0988107871147797,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-05,-0.033005805603686794,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-06,-0.15340209789025802,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-07,-0.15340209789025802,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-08,-0.12097165972681224,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-09,0.06439106785666371,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-10,0.16364344886871734,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-11,0.36661357462968824,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-12,0.05150670686112103,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-13,-0.11434889427942148,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-14,-0.1143488942794215,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-15,-0.5208439979138851,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-16,-0.6656848615426674,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-17,-0.5090394052906182,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-18,-0.5720206273793619,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-19,-0.7762567030314087,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-20,-0.4768411792077568,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-21,-0.476841179207757,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-22,-0.5795508325267196,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-23,-0.3027270389493734,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-24,-0.12878900867920914,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-25,-0.16452170957125312,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-26,0.5162589247573349,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-27,0.6291999570286041,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-28,0.6291999570286041,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-29,0.5896284310140406,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-30,0.35524418965915927,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-10-31,0.3201194747869401,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-01,0.7076990563474468,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-02,0.5639179306493175,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-03,0.447013960863007,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-04,0.44701396086300704,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-05,0.5598132378162569,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-06,0.39140218446409386,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-07,0.34841784562268696,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-08,0.3438982552561815,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-09,-0.23868958597205298,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-10,-0.27065232916911547,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-11,-0.27065232916911547,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-12,-0.10985640174788713,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-13,0.05550379959046976,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-14,0.006798191497698579,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-15,0.2766268306900777,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-16,0.060852207757608606,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-17,0.14335443813770374,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-18,0.14335443813770374,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-19,0.18367305467208506,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-20,0.17195702945611188,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-21,0.22566427745110065,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-22,0.1748237828246707,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-23,0.18515178670588656,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-24,0.07677187340145628,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-25,0.07677187340145628,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-26,-0.12768926798960584,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-27,0.03279290190586104,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-28,0.4909751510708613,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-29,0.22806436737788038,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-11-30,-0.10769490564058244,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-01,0.1099266501130849,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-02,0.1099266501130849,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-03,0.2501969902299157,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-04,0.04971117329184081,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-05,-0.2642467285263059,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-06,0.27382976707174017,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-07,0.08322774765024808,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-08,0.018755878941754785,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-09,0.018755878941754785,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-10,-0.20892296040215608,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-11,-0.4198168659135657,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-12,-0.018011276839395022,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-13,-0.4570132432567429,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-14,-0.14151787504996713,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-15,-0.1956050336973799,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-16,-0.1956050336973799,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-17,-0.17754579783415822,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-18,0.3877091885068563,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-19,0.6339594847978823,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-20,0.6620627272364606,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-21,0.793954733950247,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-22,0.6854141324674962,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-23,0.6854141324674963,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-24,0.78417871596126,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-25,1.0362522659323778,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-26,0.6135219171257579,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-27,0.43361997539791464,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-28,0.8869121554266397,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-29,1.002526825970414,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-30,1.002526825970414,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-12-31,0.666268348766767,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-01,0.6744427305062921,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-02,0.8039440361397595,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-03,0.7977308562082851,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-04,0.7031529615203624,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-05,0.6286048609273227,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-06,0.6286048609273227,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-07,0.40790998183742,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-08,0.3990030026093919,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-09,0.6952478237019424,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-10,0.9473873768024504,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-11,0.8744458497327077,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-12,0.8993848384740301,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-13,0.8993848384740301,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-14,1.2684205440975644,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-15,1.2907409043746731,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-16,1.6162569371023523,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-17,1.8709672305589231,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-18,1.8053160218820714,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-19,1.6795166401113724,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-20,1.6795166401113724,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-21,1.414557685393427,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-22,1.2779263097047682,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-23,1.053295680523758,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-24,0.8091695896769273,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-25,1.0069281031760866,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-26,0.9481335107011488,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-27,0.9481335107011488,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-28,1.0098726915960268,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-29,1.2997531919207357,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-30,1.5202725841955735,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-01-31,1.4523102948984559,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-01,1.6986292661318974,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-02,1.423079533617603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-03,1.423079533617603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-04,1.34532976992063,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-05,1.5756880758495149,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-06,1.398719615893618,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-07,1.7736154622137785,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-08,1.7432701937962838,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-09,1.615245689458784,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-10,1.615245689458784,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-11,1.3883907474006372,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-12,1.4891404422838344,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-13,1.1179767234782647,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-14,1.5079771363755095,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-15,1.667384654984128,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-16,1.201081473630846,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-17,1.201081473630846,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-18,1.2361799660482784,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-19,1.6566217277703117,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-20,1.1967085444127235,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-21,1.1820085987947708,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-22,1.3048264059696075,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-23,1.324284248511767,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-24,1.324284248511767,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-25,1.2028735907229444,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-26,1.0439703412166201,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-27,1.1611698763604001,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-28,1.2753774824606465,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-02-29,1.192467262571366,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-01,1.4391455270770013,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-02,1.4391455270770013,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-03,1.5574405129787579,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-04,1.7924995690309975,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-05,1.7462043779766951,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-06,1.555335551567787,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-07,1.8472801042214995,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-08,1.83643668922963,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-09,1.83643668922963,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-10,2.4243832121207314,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-11,2.396791548331935,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-12,2.765218638289361,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-13,2.941416051179379,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-14,3.2944820900217855,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-15,3.180520041223688,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-16,3.180520041223688,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-17,2.879603264205947,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-18,2.309007851375808,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-19,2.2170789534899153,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-20,2.28539854341574,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-21,2.7233753434049603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-22,2.7636108389329683,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-23,2.7636108389329683,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-24,2.7167562881964966,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-25,2.965074995735023,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-26,2.4003681434694424,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-27,2.089307467994,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-28,1.9111748961510493,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-29,1.8980455745034601,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-30,1.8980455745034601,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-03-31,1.9705976694827412,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-01,1.8273879826286636,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-02,2.000968706626741,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-03,2.168054121633358,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-04,2.2985420472004687,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-05,2.3017186887058094,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-06,2.3017186887058094,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-07,2.268117981048625,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-08,1.837053150895716,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-09,1.853750691468357,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-10,2.1320480674747473,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-11,2.0787563052130458,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-12,2.1002830366781935,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-13,2.1002830366781935,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-14,2.059549818290934,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-15,2.033905239431894,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-16,1.7238341806155213,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-17,1.7743427173258846,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-18,1.6226738018969986,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-19,1.460525648282708,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-20,1.460525648282708,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-21,1.5960413695443825,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-22,2.348511277723749,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-23,1.954397653457996,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-24,1.343889807023084,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-25,1.5683793128903856,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-26,1.0930306113071993,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-27,1.0930306113071993,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-28,1.1319682326822065,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-29,0.7853484593111196,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-04-30,1.100891046729442,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-01,0.6822268198808612,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-02,0.5143363642449454,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-03,0.22499818634887914,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-04,0.22499818634887914,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-05,0.07975811766931021,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-06,0.44049368099292907,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-07,0.8858675321281237,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-08,0.8524428016026413,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-09,1.1016428203551507,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-10,1.3703397481569406,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-11,1.3703397481569406,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-12,1.4025010547667536,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-13,2.0182050443042168,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-14,1.7936777245740025,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-15,1.1011586391133839,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-16,1.3383604188121194,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-17,1.2658670047839307,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-18,1.2658670047839307,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-19,1.0721328121582605,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-20,1.1833096487359616,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-21,0.9840708845393871,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-22,1.2069696982296962,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-23,1.4344098811767727,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-24,1.4124256966211362,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-25,1.4124256966211362,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-26,1.437030223565103,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-27,1.4174688924878946,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-28,1.74064042615711,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-29,1.63849914301257,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-30,1.6044757089028818,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-05-31,1.6300575993147695,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-01,1.6300575993147695,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-02,1.4832388943509522,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-03,1.4419161170983128,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-04,1.2483489652596285,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-05,0.9651339815130288,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-06,0.9611067849863011,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-07,1.0573364505571594,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-08,1.0573364505571594,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-09,0.8122155034894971,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-10,1.0535749724699885,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-11,1.1256292542700612,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-12,0.5914553229064515,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-13,0.8493121925588595,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-14,1.004101301911278,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-15,1.004101301911278,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-16,1.2822371999957454,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-17,0.9819067158726644,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-18,0.8643166348402858,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-19,0.2903070532928207,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-20,0.1414613168016942,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-21,-0.019407751714892847,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-22,-0.019407751714892847,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-23,-0.2868809393532814,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-24,0.13127590885238782,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-25,0.24009937865357922,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-26,0.04718895870318201,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-27,0.23789487041815577,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-28,-0.023274549273144107,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-29,-0.023274549273144107,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-06-30,-0.050236556944494484,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-01,-0.1190724102451509,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-02,-0.1881672324233359,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-03,-0.28341710746024934,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-04,-0.1789833416169638,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-05,-0.06922989433341119,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-06,-0.0692298943334112,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-07,0.09373992947574454,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-08,0.36500955932826357,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-09,0.3764883994544319,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-10,0.46433129443698534,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-11,0.3764717416856882,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-12,0.4212202854119602,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-13,0.4212202854119602,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-14,0.39623312559165186,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-15,0.5585694736286044,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-16,0.3050217412686773,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-17,0.18495722315346072,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-18,0.38144163954349086,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-19,0.46005709097835606,HDFC Top 100 Fund - Regular Plan - Growth
100016,2024-07-20,0.46005709097835606,HDFC Top 100 Fund - Regular Plan - Growth
